명칭,위도,경도,,,,,,,,,,,,,,,,,,,,
주식회사 메디셀,37.5920681,127.0367338,,,,,,,,,,,,,,,,,,,,
주식회사 코드시스템즈,37.5176359,127.0357559,,,,,,,,,,,,,,,,,,,,
㈜디알코퍼레이션,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
주식회사 홀로스탠딩,37.4797589,126.8773357,,,,,,,,,,,,,,,,,,,,
주식회사 아이다코스메틱,37.5175916,126.8872051,,,,,,,,,,,,,,,,,,,,
마식공㈜,37.5111277,127.0240308,,,,,,,,,,,,,,,,,,,,
㈜모로보기,37.5177646,127.0413787,,,,,,,,,,,,,,,,,,,,
주식회사 왓슨앤컴퍼니,37.5265612,126.9657253,,,,,,,,,,,,,,,,,,,,
㈜포어링크,37.4842871,126.8779852,,,,,,,,,,,,,,,,,,,,
㈜커넥트몽,37.5295605,127.1228007,,,,,,,,,,,,,,,,,,,,
㈜해시스냅,37.50295,127.0481387,,,,,,,,,,,,,,,,,,,,
주식회사 포투가바이오,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 센시콘,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
희찬고(Heechan Go),37.517731,127.0412932,,,,,,,,,,,,,,,,,,,,
㈜소프트가든,37.5360753,126.895009,,,,,,,,,,,,,,,,,,,,
㈜서울애널리티카,37.5630722,126.9733824,,,,,,,,,,,,,,,,,,,,
푸들,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜인플루엔셜,37.496599,127.0250918,,,,,,,,,,,,,,,,,,,,
하이랩 주식회사,37.6065602,127.0926519,,,,,,,,,,,,,,,,,,,,
주식회사 지제이텍,37.5248486,126.9272848,,,,,,,,,,,,,,,,,,,,
㈜조양테크,37.474266,126.881303,,,,,,,,,,,,,,,,,,,,
주식회사 알차다,37.565365,126.8406978,,,,,,,,,,,,,,,,,,,,
㈜제이원더,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜코드엠,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 패스트레인,37.5064978,127.0495137,,,,,,,,,,,,,,,,,,,,
주식회사 이너버스,37.535965,126.891953,,,,,,,,,,,,,,,,,,,,
주식회사 쓰리윈즈,37.4777579,126.8854724,,,,,,,,,,,,,,,,,,,,
㈜로지올,37.4713887,127.0446472,,,,,,,,,,,,,,,,,,,,
날으는자동차,37.5883727,127.0176752,,,,,,,,,,,,,,,,,,,,
㈜골드팡,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
㈜티쿤글로벌,37.5599796,126.9951371,,,,,,,,,,,,,,,,,,,,
에스씨에스프로 주식회사,37.4787104,126.8787039,,,,,,,,,,,,,,,,,,,,
㈜웨이브파워,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜씨피프티원(c51),37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜캔디커뮤니케이션,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜에프엔엔,37.5654583,127.0155052,,,,,,,,,,,,,,,,,,,,
주식회사 차지비,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
(주)웨이버스,,,,,,,,,,,,,,,,,,,,,,
㈜라이프사이언스테크놀로지,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
케이원에코텍㈜,37.5301251,127.123762,,,,,,,,,,,,,,,,,,,,
호샤퀴테리에 주식회사,37.5008639,127.0406425,,,,,,,,,,,,,,,,,,,,
몽타 주식회사,37.4830785,126.9756113,,,,,,,,,,,,,,,,,,,,
주식회사 크레이지알파카,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
㈜망고에디션,37.4787503,126.8786525,,,,,,,,,,,,,,,,,,,,
㈜케이제이다이나텍,,,,,,,,,,,,,,,,,,,,,,
㈜헤펙,37.5169029,127.0360098,,,,,,,,,,,,,,,,,,,,
주식회사 강남엄마,37.4960768,127.0342532,,,,,,,,,,,,,,,,,,,,
주식회사 더머글,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 포시에스,37.5113598,127.0323561,,,,,,,,,,,,,,,,,,,,
주식회사 다담푸드,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜하트피플,37.5146238,127.0297921,,,,,,,,,,,,,,,,,,,,
㈜헤르츠라이브,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
주식회사 키즈페이,,,,,,,,,,,,,,,,,,,,,,
㈜에듀라인,37.4843157,126.8805164,,,,,,,,,,,,,,,,,,,,
픽스어빌리티주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 포인트나인크루,37.5033753,127.0284261,,,,,,,,,,,,,,,,,,,,
주식회사 비하베스트,37.5157661,127.0357449,,,,,,,,,,,,,,,,,,,,
에이치씨아이플러스(주),37.4771592,126.8837142,,,,,,,,,,,,,,,,,,,,
엠테라파마 주식회사,37.5644565,126.8372562,,,,,,,,,,,,,,,,,,,,
주식회사 텐디,37.507788,127.0451579,,,,,,,,,,,,,,,,,,,,
(주)크린텍개발,37.4941097,127.0106092,,,,,,,,,,,,,,,,,,,,
㈜뭉치,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
오롬 주식회사,37.5601751,126.9972757,,,,,,,,,,,,,,,,,,,,
주식회사 팝콘텐,37.4768505,126.8811806,,,,,,,,,,,,,,,,,,,,
㈜디자인비아트,37.4813431,126.8931891,,,,,,,,,,,,,,,,,,,,
㈜알비더블유,37.5692508,127.0705202,,,,,,,,,,,,,,,,,,,,
알앤원 주식회사,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
㈜팡세,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
주식회사 위젯누리,37.4836115,127.1148889,,,,,,,,,,,,,,,,,,,,
주식회사 지인테크놀러지,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜비타소프트,37.4829591,126.8961638,,,,,,,,,,,,,,,,,,,,
㈜아이제이일렉트론,37.473122,126.885312,,,,,,,,,,,,,,,,,,,,
(주) 동천에너지,37.5384843,127.0822938,,,,,,,,,,,,,,,,,,,,
㈜디케이경관디자인연구소,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
㈜파트너윌,37.5139245,127.0421812,,,,,,,,,,,,,,,,,,,,
㈜마이노멀컴퍼니,37.5071656,127.0084271,,,,,,,,,,,,,,,,,,,,
㈜플랙스뉴럴랩스,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
㈜로똔다,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 나노메디신,37.5085998,126.9584578,,,,,,,,,,,,,,,,,,,,
엘케이아이씨티,37.4813244,126.8837789,,,,,,,,,,,,,,,,,,,,
주식회사 젬크로,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
주식회사 다인엔시스,37.5611673,126.8309937,,,,,,,,,,,,,,,,,,,,
와짱㈜,37.5168721,126.8663985,,,,,,,,,,,,,,,,,,,,
주식회사 브이웨이,37.5625142,126.9988497,,,,,,,,,,,,,,,,,,,,
㈜한터글로벌,37.5153744,127.0644526,,,,,,,,,,,,,,,,,,,,
에스더블유미디어,37.5384843,127.0822938,,,,,,,,,,,,,,,,,,,,
㈜체인라이트닝컴퍼니,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜엠투소프트,37.5415269,127.053271,,,,,,,,,,,,,,,,,,,,
㈜다솔닷아이엔씨,37.4346618,126.9037798,,,,,,,,,,,,,,,,,,,,
㈜레디큐어,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
(주)유니온커뮤니티,37.4856284,127.1172152,,,,,,,,,,,,,,,,,,,,
㈜에이블리코퍼레이션,37.5039082,127.0240326,,,,,,,,,,,,,,,,,,,,
㈜패션에이드,37.5743682,127.0400189,,,,,,,,,,,,,,,,,,,,
(주)뉴라클사이언스,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
라톤테크,37.4836268,126.8953966,,,,,,,,,,,,,,,,,,,,
주식회사 크라운제이,37.5384843,127.0822938,,,,,,,,,,,,,,,,,,,,
㈜유밥,,,,,,,,,,,,,,,,,,,,,,
㈜바이앱스,37.4815964,126.8849276,,,,,,,,,,,,,,,,,,,,
㈜유니크유엑스,37.5916419,127.0122061,,,,,,,,,,,,,,,,,,,,
주식회사 로우맵,37.6650599,127.0572782,,,,,,,,,,,,,,,,,,,,
아들러 주식회사,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
주식회사 레미드,37.4909596,127.0314919,,,,,,,,,,,,,,,,,,,,
주식회사 지에프에프지,37.4879855,127.1017774,,,,,,,,,,,,,,,,,,,,
㈜생활공작소,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 크라비스,,,,,,,,,,,,,,,,,,,,,,
㈜쏜다넷,37.4813687,126.8933393,,,,,,,,,,,,,,,,,,,,
주식회사 써니아이씨,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
㈜현웅디자인,37.5814916,127.032749,,,,,,,,,,,,,,,,,,,,
주식회사 더원피앤에프,37.5708943,127.0471325,,,,,,,,,,,,,,,,,,,,
주식회사 필르밍,37.562858,126.9266992,,,,,,,,,,,,,,,,,,,,
주식회사 와이케이고,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
강남정보기술(주),,,,,,,,,,,,,,,,,,,,,,
케이퍼스트랩 주식회사,37.5389122,127.0836087,,,,,,,,,,,,,,,,,,,,
(주)스윗드오,37.5126879,126.9272405,,,,,,,,,,,,,,,,,,,,
주식회사 피엔알시스템,,,,,,,,,,,,,,,,,,,,,,
주식회사 코르카,37.5140013,127.1042252,,,,,,,,,,,,,,,,,,,,
피앤피바이오팜,,,,,,,,,,,,,,,,,,,,,,
에스티엑스네트워크서비스 주식회사,37.4787825,126.8811032,,,,,,,,,,,,,,,,,,,,
주식회사 구디스튜디오,37.4824724,126.894424,,,,,,,,,,,,,,,,,,,,
주식회사 아이모션테크,37.4802172,126.885229,,,,,,,,,,,,,,,,,,,,
㈜지씨티리써치,37.4919319,126.9242269,,,,,,,,,,,,,,,,,,,,
주식회사 아리수엔지니어링,,,,,,,,,,,,,,,,,,,,,,
㈜레인보우컨설팅,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜엘렉시,37.4811908,127.1228001,,,,,,,,,,,,,,,,,,,,
주식회사 딜라이트앤코,37.5517286,126.8492309,,,,,,,,,,,,,,,,,,,,
고차원,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜에이치디앤텍,37.5444833,127.0531295,,,,,,,,,,,,,,,,,,,,
주식회사 씨알에스큐브,,,,,,,,,,,,,,,,,,,,,,
프리베노틱스 주식회사,37.4656059,127.0356875,,,,,,,,,,,,,,,,,,,,
㈜비트썸원,37.6687738,127.0470706,,,,,,,,,,,,,,,,,,,,
주식회사 슈페릭스,37.517398,127.0406221,,,,,,,,,,,,,,,,,,,,
㈜웨이센,37.5053975,127.0638307,,,,,,,,,,,,,,,,,,,,
㈜푸드마스터그룹,37.5863601,127.0005792,,,,,,,,,,,,,,,,,,,,
㈜유니크굿컴퍼니,37.5422387,127.0584647,,,,,,,,,,,,,,,,,,,,
㈜핑거스토리,37.5042807,127.0446445,,,,,,,,,,,,,,,,,,,,
주식회사 에프에버리지,37.5039245,127.0509781,,,,,,,,,,,,,,,,,,,,
오즈세파,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜키텍바이오,37.5581571,126.9387413,,,,,,,,,,,,,,,,,,,,
㈜바인더에이,37.54286,126.88953,,,,,,,,,,,,,,,,,,,,
㈜바이더앱,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
(주)디지털캠프,37.5478145,127.0464722,,,,,,,,,,,,,,,,,,,,
㈜담원문화유산,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
주식회사 인우기술,37.4842333,126.8992725,,,,,,,,,,,,,,,,,,,,
㈜샐러드랩,37.5049911,127.0549479,,,,,,,,,,,,,,,,,,,,
주식회사 인크렉비젼,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
(주)지앤넷,,,,,,,,,,,,,,,,,,,,,,
주식회사 누리아이디티,37.4846048,126.8791735,,,,,,,,,,,,,,,,,,,,
㈜이암허브,37.5317345,126.971048,,,,,,,,,,,,,,,,,,,,
㈜온데이코스메틱,37.5247792,127.0278228,,,,,,,,,,,,,,,,,,,,
주식회사 릭스스튜디오,37.4797106,127.0426214,,,,,,,,,,,,,,,,,,,,
㈜콜라보그라운드,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
(주)엠나인파이브(M95 Inc),37.545395,126.915081,,,,,,,,,,,,,,,,,,,,
(주)에스앤에프 시스템,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜에이티앤에스,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
창조이앤이㈜,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
수퍼빈㈜,36.3920674,127.3986991,,,,,,,,,,,,,,,,,,,,
주식회사 님버스네트웍스,37.4859381,126.8972123,,,,,,,,,,,,,,,,,,,,
주식회사 트윈스제이,37.4714487,126.8996907,,,,,,,,,,,,,,,,,,,,
주식회사 셈퍼파이,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
금방주식회사,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
주식회사 썸앤컴퍼니,37.5955178,127.0853881,,,,,,,,,,,,,,,,,,,,
주식회사 언더라인,37.5743682,127.0400189,,,,,,,,,,,,,,,,,,,,
㈜파커스인터내셔널,,,,,,,,,,,,,,,,,,,,,,
주식회사 고래상어,37.5262945,126.9098437,,,,,,,,,,,,,,,,,,,,
㈜마이크로트,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 케이비엔,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
(주)엠디세이프,37.4660244,126.8906205,,,,,,,,,,,,,,,,,,,,
주식회사 인티그레이션,37.4959612,127.0401599,,,,,,,,,,,,,,,,,,,,
주식회사 휴몬랩,37.4962716,127.1254294,,,,,,,,,,,,,,,,,,,,
미림미디어랩 주식회사,37.5760093,126.8905316,,,,,,,,,,,,,,,,,,,,
㈜엠투웬티,37.5148692,127.0405662,,,,,,,,,,,,,,,,,,,,
디에스글로벌 주식회사,,,,,,,,,,,,,,,,,,,,,,
㈜신한홀딩스,37.6174242,127.1011469,,,,,,,,,,,,,,,,,,,,
㈜태성이앤에스,,,,,,,,,,,,,,,,,,,,,,
"주식회사 힐러스(HEALERS CO.,LTD)",37.5640907,126.9979403,,,,,,,,,,,,,,,,,,,,
㈜로킷헬스케어,37.4773564,126.8891438,,,,,,,,,,,,,,,,,,,,
코가로보틱스 주식회사,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
㈜디지털존,37.487013,126.8931959,,,,,,,,,,,,,,,,,,,,
주식회사 풀른,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
다운탑,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
파크엘즈,37.4793464,126.8768097,,,,,,,,,,,,,,,,,,,,
칼렛바이오,37.541955,126.9560385,,,,,,,,,,,,,,,,,,,,
엔피,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 솔메딕스,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜핀투비,37.5055881,127.0243619,,,,,,,,,,,,,,,,,,,,
케이티메드㈜,37.4824325,126.8944245,,,,,,,,,,,,,,,,,,,,
㈜찬란한컴퍼니,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 핀플러스글로벌,37.477348,127.0377312,,,,,,,,,,,,,,,,,,,,
오토시맨틱스 주식회사,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 콘크리닉이앤씨,37.5268633,127.1330477,,,,,,,,,,,,,,,,,,,,
㈜에센디엔텍,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
주식회사 에이엠씨알,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 나일랜드,37.5056259,127.1044412,,,,,,,,,,,,,,,,,,,,
주식회사 이프로엔터테인먼트,,,,,,,,,,,,,,,,,,,,,,
주식회사 노써치,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 도다마인드,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜인트윈,37.5307871,126.8981,,,,,,,,,,,,,,,,,,,,
주식회사 커뮤니스타,37.4956154,127.0282032,,,,,,,,,,,,,,,,,,,,
주식회사 아인,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜온아시아,37.5168721,126.8663985,,,,,,,,,,,,,,,,,,,,
주식회사 넥사,37.4631914,127.0351703,,,,,,,,,,,,,,,,,,,,
㈜클라우드앤,37.4652489,126.887122,,,,,,,,,,,,,,,,,,,,
가스파워 주식회사,37.4824322,126.8774539,,,,,,,,,,,,,,,,,,,,
에일럿바이오로직스 주식회사,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜위드네트웍스,37.5201398,126.9718634,,,,,,,,,,,,,,,,,,,,
㈜블리츠웨이,37.5253144,126.9046814,,,,,,,,,,,,,,,,,,,,
주식회사 디엠랩,37.5273764,126.9654554,,,,,,,,,,,,,,,,,,,,
주식회사 에이아이텔레콤,37.4837762,126.8954717,,,,,,,,,,,,,,,,,,,,
클릭트(주),37.5848659,126.88598,,,,,,,,,,,,,,,,,,,,
주식회사 스마트무빙팜,37.6541917,127.056793,,,,,,,,,,,,,,,,,,,,
주식회사 드림아이투에스,37.4842097,126.8778427,,,,,,,,,,,,,,,,,,,,
주식회사 위드미디어,37.5145796,127.060586,,,,,,,,,,,,,,,,,,,,
(주)선명씨앤피,37.5667465,126.9918711,,,,,,,,,,,,,,,,,,,,
주식회사 플레이링크,37.4816836,126.8848364,,,,,,,,,,,,,,,,,,,,
㈜크루메이트,37.4874888,127.0319315,,,,,,,,,,,,,,,,,,,,
㈜로아이젠,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
주식회사 퍼밋,37.485009,127.1148259,,,,,,,,,,,,,,,,,,,,
주식회사 인성생활과학,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜메디인테크,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
케이씨모터(주),37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 제이스튜디오,37.5047119,127.1083293,,,,,,,,,,,,,,,,,,,,
스타유니버스 주식회사,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜세인커뮤니케이션즈,,,,,,,,,,,,,,,,,,,,,,
주식회사 아이싸이랩,37.4762225,126.9529446,,,,,,,,,,,,,,,,,,,,
디케이랩,37.4918658,127.0112238,,,,,,,,,,,,,,,,,,,,
주노랩주식회사,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 티모넷코리아,37.5149368,127.0185266,,,,,,,,,,,,,,,,,,,,
주식회사 플라이어웨이 (FLY AWAY),37.5201056,127.0560505,,,,,,,,,,,,,,,,,,,,
㈜에스아이지,37.4820657,126.8829888,,,,,,,,,,,,,,,,,,,,
스마트라이드,37.508186,127.0360098,,,,,,,,,,,,,,,,,,,,
㈜에코미스티,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
드림시스,37.4769968,127.0365715,,,,,,,,,,,,,,,,,,,,
주식회사 투비콘,37.5683689,126.97779,,,,,,,,,,,,,,,,,,,,
주식회사 그로티,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
케이유융합소프트웨어연구센터주식회사,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
주식회사 그레이비랩,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 마고테크놀러지,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜워드바이스,37.5015862,127.0383804,,,,,,,,,,,,,,,,,,,,
주식회사비피그룹,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 인더케그,37.4682845,127.0430871,,,,,,,,,,,,,,,,,,,,
oscompanies,37.5640907,126.9979403,,,,,,,,,,,,,,,,,,,,
리퓨어생명과학주식회사,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
주식회사 퍼즐컴퍼니,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
투빗 (주),37.4878685,127.0319729,,,,,,,,,,,,,,,,,,,,
주식회사 드랍더비트,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 트래쉬버스터즈,37.6436113,127.0063402,,,,,,,,,,,,,,,,,,,,
피어 주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜아로아소프트,37.5055604,127.0390024,,,,,,,,,,,,,,,,,,,,
㈜뉴로소나,37.4847775,127.1183626,,,,,,,,,,,,,,,,,,,,
윤회주식회사,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
주식회사 이에프지,37.5761901,127.005123,,,,,,,,,,,,,,,,,,,,
주식회사 어댑트,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜서진랩,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
엔에스원소프트 주식회사,37.4721361,127.039591,,,,,,,,,,,,,,,,,,,,
에이비엠코리아,37.5194127,127.0483035,,,,,,,,,,,,,,,,,,,,
스타일쿡,37.58639,127.0378964,,,,,,,,,,,,,,,,,,,,
(주)캠퍼스그라운드,37.5702234,127.0117725,,,,,,,,,,,,,,,,,,,,
(주)브로제이,37.4829956,126.8785382,,,,,,,,,,,,,,,,,,,,
테고사이언스주식회사,37.5610629,126.8379243,,,,,,,,,,,,,,,,,,,,
주식회사 이노디지털,37.5146657,126.8984728,,,,,,,,,,,,,,,,,,,,
주식회사 넥스디네트웍스,37.5767156,126.8979284,,,,,,,,,,,,,,,,,,,,
(주)에스엔이바이오,37.4889432,127.0876424,,,,,,,,,,,,,,,,,,,,
주식회사 토브,37.5564919,126.9183711,,,,,,,,,,,,,,,,,,,,
캐이제이인터내셔날,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
주식회사 컴페니온,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
이편리한세상주식회사,37.5859279,127.0819475,,,,,,,,,,,,,,,,,,,,
주식회사 한국디지털자산수탁,37.4884744,127.0317193,,,,,,,,,,,,,,,,,,,,
씨엔에스디지텍,,,,,,,,,,,,,,,,,,,,,,
주식회사 모바일택스,37.4783322,127.039942,,,,,,,,,,,,,,,,,,,,
㈜이너웨이브,37.4816546,126.8848699,,,,,,,,,,,,,,,,,,,,
주식회사 엔바이어스,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
(주)브로드씨엔에스,37.4856641,126.8955021,,,,,,,,,,,,,,,,,,,,
(주)휴렉,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
주식회사 시드웨일,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
퍼프와트,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
바리코퍼레이션 주식회사(Baree Inc.),37.5384272,126.9654442,,,,,,,,,,,,,,,,,,,,
주식회사 에스엠디솔루션,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
주식회사 코발트,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
주식회사 컬처마인,37.6687738,127.0470706,,,,,,,,,,,,,,,,,,,,
㈜이디엠에듀케이션,37.5019747,127.0244474,,,,,,,,,,,,,,,,,,,,
주식회사 두루안,37.4868486,126.8931189,,,,,,,,,,,,,,,,,,,,
(주)에프에이솔루션,37.5159337,126.8867245,,,,,,,,,,,,,,,,,,,,
주식회사 100케이션,37.5504847,126.9435159,,,,,,,,,,,,,,,,,,,,
주식회사 기븐(GIVN),37.5242233,127.0423832,,,,,,,,,,,,,,,,,,,,
주식회사 액스콘,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜인베트,37.5472388,126.949669,,,,,,,,,,,,,,,,,,,,
㈜제이유엑스,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜에이콘컴퍼니,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
(주)이지함화장품,37.5203887,127.0290642,,,,,,,,,,,,,,,,,,,,
주식회사 에스엠티비전,37.4844389,126.8789745,,,,,,,,,,,,,,,,,,,,
지트코리아 주식회사,37.5453907,127.0495214,,,,,,,,,,,,,,,,,,,,
태산엔지니어링㈜,37.5646469,127.0204932,,,,,,,,,,,,,,,,,,,,
주식회사 에스피소프트,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
엔티콘(주),37.5684894,126.9816134,,,,,,,,,,,,,,,,,,,,
주식회사 에프엔블럭,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
에코아미가,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
(주)자코드,,,,,,,,,,,,,,,,,,,,,,
주식회사 아이보떼,37.4951149,126.8894202,,,,,,,,,,,,,,,,,,,,
주식회사 엔브이티 (NVTCo. Ltd),37.5525563,127.0105448,,,,,,,,,,,,,,,,,,,,
㈜경성시스템즈,37.4771592,126.8837142,,,,,,,,,,,,,,,,,,,,
기산전자 (주),37.542771,127.0606285,,,,,,,,,,,,,,,,,,,,
주식회사 마이펫씨앤제이,37.5058828,127.0283077,,,,,,,,,,,,,,,,,,,,
주식회사 세이프어스,37.4654897,126.8869497,,,,,,,,,,,,,,,,,,,,
주식회사엘덤,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
(주)플랜바이오,37.4959055,127.0307719,,,,,,,,,,,,,,,,,,,,
주식회사 애마슈,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
신아티앤씨,37.4842871,126.8779852,,,,,,,,,,,,,,,,,,,,
"주식회사 알에프코리아(RF KOREA Co.,Ltd)",37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 온잇,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
주식회사 레드선,37.5136477,127.0486233,,,,,,,,,,,,,,,,,,,,
㈜킴스프로젝트,37.5738217,126.8375433,,,,,,,,,,,,,,,,,,,,
주식회사 에스앤피랩,37.4850893,126.9836477,,,,,,,,,,,,,,,,,,,,
주식회사 두두인터내셔널,,,,,,,,,,,,,,,,,,,,,,
아크포디자인,37.5615171,126.991894,,,,,,,,,,,,,,,,,,,,
주식회사 씨제스엔터테인먼트,37.5214975,127.035236,,,,,,,,,,,,,,,,,,,,
주식회사 비엔비랩스,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 오유인터내셔널,37.5570821,127.0400999,,,,,,,,,,,,,,,,,,,,
주식회사 범고래마루,37.5154605,127.0215853,,,,,,,,,,,,,,,,,,,,
(주)알에프메디컬,37.4776551,126.8853144,,,,,,,,,,,,,,,,,,,,
주식회사 뉴로코어,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 넥셀,37.5600259,126.8330583,,,,,,,,,,,,,,,,,,,,
수퍼게이트 (주),37.4473228,127.0562504,,,,,,,,,,,,,,,,,,,,
카이네트웍스,37.451853,126.902036,,,,,,,,,,,,,,,,,,,,
㈜바이오시네틱스,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
(주)넥스젠바이오,37.4817399,126.8817895,,,,,,,,,,,,,,,,,,,,
(주)레브커머스,37.483087,126.8975992,,,,,,,,,,,,,,,,,,,,
(주)클라우드랩,,,,,,,,,,,,,,,,,,,,,,
주식회사 드라마앤컴퍼니,37.4993385,127.0337927,,,,,,,,,,,,,,,,,,,,
㈜큐리진,37.544238,127.045032,,,,,,,,,,,,,,,,,,,,
한영디자인,37.5384843,127.0822938,,,,,,,,,,,,,,,,,,,,
